,topics,start-time,start-epoch,end-time,end-epoch,med-frequency,mean-frequency
0,/topic,1585866235.1126091,2020-04-02 19:23:55,1585866239.6435084,2020-04-02 19:23:59,2.0,2.21
1,/rosout,1585866235.1124115,2020-04-02 19:23:55,1585866239.612762,2020-04-02 19:23:59,2.0,2.22
