,Stamps
0,1600682338.402246
1,1600682338.5208106
2,1600682338.6216857
3,1600682338.7414303
4,1600682338.8582218
5,1600682338.9766572
6,1600682339.0766537
7,1600682339.1774573
8,1600682339.296801
9,1600682339.4155185
10,1600682339.5332344
11,1600682339.653969
12,1600682339.7723205
13,1600682339.8883667
14,1600682340.0068383
15,1600682340.1085691
16,1600682340.2268753
17,1600682340.3297033
18,1600682340.4488485
19,1600682340.550438
20,1600682340.6493983
21,1600682340.750328
22,1600682340.8506975
23,1600682340.9515414
24,1600682341.0523424
25,1600682341.1534364
26,1600682341.2576518
27,1600682341.3546433
28,1600682341.4553924
29,1600682341.5557826
30,1600682341.6565957
31,1600682341.7573576
32,1600682341.8583205
33,1600682341.9593701
34,1600682342.0595534
35,1600682342.1629157
36,1600682342.261679
37,1600682342.3617673
38,1600682342.4624224
39,1600682342.5630827
40,1600682342.6637003
41,1600682342.7645059
42,1600682342.8650243
43,1600682343.0215528
44,1600682343.0664907
45,1600682343.1669707
46,1600682343.2672591
47,1600682343.368427
48,1600682343.4687326
49,1600682343.5696213
50,1600682343.6698673
51,1600682343.7700663
52,1600682343.87013
53,1600682343.9731362
54,1600682344.0764575
55,1600682344.175695
56,1600682344.2778854
57,1600682344.3779893
58,1600682344.4815972
59,1600682344.5734878
60,1600682344.6738782
61,1600682344.7744422
62,1600682344.8750563
63,1600682344.975713
64,1600682345.0758367
65,1600682345.176719
66,1600682345.2781754
67,1600682345.3786392
68,1600682345.5969899
69,1600682345.6387854
70,1600682345.681592
71,1600682345.7811232
72,1600682345.886809
73,1600682345.9810574
74,1600682346.0815911
75,1600682346.1821065
76,1600682346.2829206
77,1600682346.3830366
78,1600682346.4837346
79,1600682346.583949
80,1600682346.6846168
81,1600682346.784695
82,1600682346.88743
83,1600682346.9889774
84,1600682347.0897791
85,1600682347.1868274
86,1600682347.287356
87,1600682347.387578
88,1600682347.4882932
89,1600682347.588377
90,1600682347.6902938
91,1600682347.7896318
92,1600682347.8898675
93,1600682347.9908807
94,1600682348.172057
95,1600682348.214161
96,1600682348.2970114
97,1600682348.3967109
98,1600682348.4925938
99,1600682348.5926986
100,1600682348.6933851
101,1600682348.7935355
102,1600682348.8938692
103,1600682348.9946122
104,1600682349.0952063
105,1600682349.1959934
106,1600682349.2967134
107,1600682349.3968518
108,1600682349.4976885
109,1600682349.597871
110,1600682349.6980457
111,1600682349.7979982
112,1600682349.8981993
113,1600682350.0010548
114,1600682350.0994954
115,1600682350.199901
116,1600682350.3001301
117,1600682350.4007354
118,1600682350.5012612
119,1600682350.6016042
120,1600682350.7556574
121,1600682350.8066201
122,1600682350.9101603
123,1600682351.0038614
124,1600682351.1046302
125,1600682351.2057054
126,1600682351.3062456
