,Stamps
0,1600682338.609641
1,1600682338.635918
2,1600682339.2666514
3,1600682339.2919774
4,1600682339.9538147
5,1600682340.5206187
6,1600682340.553058
7,1600682340.5889792
8,1600682340.6221595
9,1600682340.650686
10,1600682340.6924
11,1600682340.7212646
12,1600682340.7568731
13,1600682340.790227
14,1600682340.823512
15,1600682340.8548846
16,1600682340.9096565
17,1600682340.9328754
18,1600682340.960692
19,1600682340.992304
20,1600682341.036826
21,1600682341.0637066
22,1600682341.08919
23,1600682341.135878
24,1600682341.1664565
25,1600682341.1974409
26,1600682341.232945
27,1600682341.268492
28,1600682341.3049734
29,1600682341.3394504
30,1600682341.3869762
31,1600682341.4205768
32,1600682341.4622116
33,1600682341.492855
34,1600682341.5241358
35,1600682341.554115
36,1600682341.5835354
37,1600682341.6170783
38,1600682341.656422
39,1600682341.6854591
40,1600682341.7138424
41,1600682341.7541413
42,1600682341.7877352
43,1600682341.8263304
44,1600682341.8657255
45,1600682341.8983073
46,1600682341.9243383
47,1600682341.964629
48,1600682342.0036695
49,1600682342.04023
50,1600682342.0694623
51,1600682342.0995438
52,1600682342.1333153
53,1600682342.1802144
54,1600682342.2086856
55,1600682342.2508748
56,1600682342.2747884
57,1600682342.31429
58,1600682342.3557348
59,1600682342.3877385
60,1600682342.4150305
61,1600682342.463362
62,1600682342.4906
63,1600682342.5324419
64,1600682342.5574312
65,1600682342.5827792
66,1600682342.6221688
67,1600682342.6552575
68,1600682342.6964872
69,1600682342.7257907
70,1600682342.761248
71,1600682342.7944195
72,1600682342.8262017
73,1600682343.0633733
74,1600682343.0634868
75,1600682343.0635593
76,1600682343.0636294
77,1600682343.0637164
78,1600682343.063786
79,1600682343.0638332
80,1600682343.1042116
81,1600682343.1349561
82,1600682343.1741984
83,1600682343.1993027
84,1600682343.2350762
85,1600682343.2657099
86,1600682343.3062286
87,1600682343.3341343
88,1600682343.363421
89,1600682343.4029303
90,1600682343.442537
91,1600682343.4773107
92,1600682343.5134628
93,1600682343.5498722
94,1600682343.581481
95,1600682343.6063926
96,1600682343.6362658
97,1600682343.6743245
98,1600682343.7141666
99,1600682343.7515695
100,1600682343.7875931
101,1600682343.8243499
102,1600682343.8489444
103,1600682343.8809063
104,1600682343.912034
105,1600682343.942438
106,1600682343.9784875
107,1600682344.0198863
108,1600682344.0563898
109,1600682344.0905569
110,1600682344.120263
111,1600682344.1540852
112,1600682344.2012327
113,1600682344.246078
114,1600682344.2646127
115,1600682344.299549
116,1600682344.3314428
117,1600682344.3617609
118,1600682344.3934305
119,1600682344.4239469
120,1600682344.4590619
121,1600682344.4936955
122,1600682344.5301678
123,1600682344.56084
124,1600682344.5951862
125,1600682344.816009
126,1600682344.8354414
127,1600682344.8563628
128,1600682344.8711088
129,1600682344.8899934
130,1600682344.9060655
131,1600682344.9264176
132,1600682344.9375367
133,1600682344.9609082
134,1600682344.9709196
135,1600682344.9934406
136,1600682345.0067856
137,1600682345.0482535
138,1600682345.0751395
139,1600682345.1091166
140,1600682345.1499135
141,1600682345.1820962
142,1600682345.2085295
143,1600682345.252464
144,1600682345.2817001
145,1600682345.3094153
146,1600682345.3628848
147,1600682345.387054
148,1600682345.414964
149,1600682345.6386917
150,1600682345.638849
151,1600682345.6389642
152,1600682345.63906
153,1600682345.6391542
154,1600682345.639275
155,1600682345.6529572
156,1600682345.6904173
157,1600682345.7208216
158,1600682345.7531278
159,1600682345.7956715
160,1600682345.820054
161,1600682345.8672395
162,1600682345.8909593
163,1600682345.9379292
164,1600682345.9672964
165,1600682346.0040026
166,1600682346.0287292
167,1600682346.0789585
168,1600682346.105649
169,1600682346.1325164
170,1600682346.1635544
171,1600682346.2033162
172,1600682346.2379422
173,1600682346.2792647
174,1600682346.3037133
175,1600682346.3379998
176,1600682346.3718505
177,1600682346.4144082
178,1600682346.4476385
179,1600682346.4847412
180,1600682346.5165553
181,1600682346.544036
182,1600682346.5808167
183,1600682346.6106052
184,1600682346.6471636
185,1600682346.6822183
186,1600682346.7155287
187,1600682346.7514768
188,1600682346.7867618
189,1600682346.816457
190,1600682346.8526418
191,1600682346.8875797
192,1600682346.9225662
193,1600682346.956916
194,1600682346.9933255
195,1600682347.0195534
196,1600682347.0543635
197,1600682347.0944288
198,1600682347.1239965
199,1600682347.1578314
200,1600682347.1982052
201,1600682347.2269096
202,1600682347.261595
203,1600682347.2938805
204,1600682347.332996
205,1600682347.3590913
206,1600682347.3983786
207,1600682347.430488
208,1600682347.4698806
209,1600682347.4993827
210,1600682347.5302606
211,1600682347.5642338
212,1600682347.6042538
213,1600682347.6383166
214,1600682347.6723099
215,1600682347.7133276
