,Stamps
0,1600682338.6016898
1,1600682338.6288068
2,1600682339.258044
3,1600682339.2860096
4,1600682339.9480991
5,1600682340.5145764
6,1600682340.5460396
7,1600682340.5834033
8,1600682340.6138074
9,1600682340.64379
10,1600682340.6837113
11,1600682340.7129755
12,1600682340.7508748
13,1600682340.782377
14,1600682340.8176372
15,1600682340.8468363
16,1600682340.8973417
17,1600682340.9267535
18,1600682340.9545238
19,1600682340.9845958
20,1600682341.0280535
21,1600682341.0554223
22,1600682341.0808544
23,1600682341.1279655
24,1600682341.1575377
25,1600682341.188754
26,1600682341.2261715
27,1600682341.260122
28,1600682341.2959824
29,1600682341.3337178
30,1600682341.381351
31,1600682341.412681
32,1600682341.4546356
33,1600682341.4849122
34,1600682341.51543
35,1600682341.5456378
36,1600682341.5752394
37,1600682341.610288
38,1600682341.6485307
39,1600682341.6780639
40,1600682341.7080493
41,1600682341.7472026
42,1600682341.7788503
43,1600682341.8176727
44,1600682341.8571649
45,1600682341.8903408
46,1600682341.9189851
47,1600682341.9573307
48,1600682341.9942517
49,1600682342.0332015
50,1600682342.061796
51,1600682342.0914676
52,1600682342.1262388
53,1600682342.1724842
54,1600682342.201481
55,1600682342.2409253
56,1600682342.2686157
57,1600682342.3081563
58,1600682342.3477645
59,1600682342.3790798
60,1600682342.4086165
61,1600682342.4546916
62,1600682342.4822109
63,1600682342.5214622
64,1600682342.5489888
65,1600682342.5762267
66,1600682342.614482
67,1600682342.6476681
68,1600682342.6892297
69,1600682342.7180307
70,1600682342.7531273
71,1600682342.7862208
72,1600682342.8181508
73,1600682342.8608236
74,1600682343.0633245
75,1600682343.063461
76,1600682343.0635362
77,1600682343.063607
78,1600682343.0636928
79,1600682343.0637639
80,1600682343.0972693
81,1600682343.1276658
82,1600682343.164882
83,1600682343.19271
84,1600682343.2284544
85,1600682343.259821
86,1600682343.2987416
87,1600682343.3261392
88,1600682343.3556986
89,1600682343.395657
90,1600682343.4352272
91,1600682343.470671
92,1600682343.5071793
93,1600682343.5421095
94,1600682343.57245
95,1600682343.60088
96,1600682343.6304252
97,1600682343.6643505
98,1600682343.704866
99,1600682343.7416975
100,1600682343.7786813
101,1600682343.8138227
102,1600682343.8424077
103,1600682343.872071
104,1600682343.9040523
105,1600682343.936295
106,1600682343.9708436
107,1600682344.0112808
108,1600682344.0476332
109,1600682344.0799105
110,1600682344.1122832
111,1600682344.1434453
112,1600682344.189508
113,1600682344.2394147
114,1600682344.2591524
115,1600682344.2922132
116,1600682344.3224201
117,1600682344.3536441
118,1600682344.3823738
119,1600682344.4159415
120,1600682344.4495022
121,1600682344.483902
122,1600682344.5210836
123,1600682344.5522604
124,1600682344.58836
125,1600682344.8056147
126,1600682344.8261409
127,1600682344.8487518
128,1600682344.8630693
129,1600682344.8828688
130,1600682344.897027
131,1600682344.9147995
132,1600682344.9305007
133,1600682344.950965
134,1600682344.9645998
135,1600682344.9866087
136,1600682344.9991393
137,1600682345.0415046
138,1600682345.0678759
139,1600682345.1018958
140,1600682345.1420937
141,1600682345.1737916
142,1600682345.2026565
143,1600682345.2434723
144,1600682345.274153
145,1600682345.3034785
146,1600682345.3540144
147,1600682345.381573
148,1600682345.4076066
149,1600682345.6386328
150,1600682345.6388187
151,1600682345.6389146
152,1600682345.6390297
153,1600682345.639124
154,1600682345.639244
155,1600682345.6453772
156,1600682345.6814096
157,1600682345.711565
158,1600682345.747311
159,1600682345.7884555
160,1600682345.8132505
161,1600682345.8589218
162,1600682345.8824081
163,1600682345.9288595
164,1600682345.9573684
165,1600682345.9951053
166,1600682346.0206127
167,1600682346.0696948
168,1600682346.0963376
169,1600682346.125719
170,1600682346.156473
171,1600682346.1965237
172,1600682346.2279658
173,1600682346.2728097
174,1600682346.2981136
175,1600682346.33266
176,1600682346.3658347
177,1600682346.4042733
178,1600682346.4392366
179,1600682346.4791265
180,1600682346.5083995
181,1600682346.5349205
182,1600682346.573406
183,1600682346.602563
184,1600682346.6376646
185,1600682346.675776
186,1600682346.70678
187,1600682346.742365
188,1600682346.7813385
189,1600682346.8072264
190,1600682346.843753
191,1600682346.8807368
192,1600682346.9161959
193,1600682346.9491034
194,1600682346.9836564
195,1600682347.0137837
196,1600682347.048698
197,1600682347.087968
198,1600682347.1161268
199,1600682347.151217
200,1600682347.190052
201,1600682347.2201731
202,1600682347.2535074
203,1600682347.2871559
204,1600682347.3235183
205,1600682347.3536363
206,1600682347.3918917
207,1600682347.4241343
208,1600682347.4581163
209,1600682347.493701
210,1600682347.5253036
211,1600682347.5582855
212,1600682347.596001
213,1600682347.6332228
214,1600682347.6648517
215,1600682347.7089434
216,1600682347.74305
217,1600682347.7753923
218,1600682347.8119118
219,1600682347.8495486
220,1600682347.8752124
221,1600682347.9095342
222,1600682347.9629467
223,1600682347.9907777
224,1600682348.0200248
225,1600682348.2138717
226,1600682348.2142243
227,1600682348.2144818
228,1600682348.214718
229,1600682348.214946
230,1600682348.2227824
231,1600682348.257792
232,1600682348.2911632
233,1600682348.3290215
234,1600682348.3578613
235,1600682348.3922071
236,1600682348.4356933
237,1600682348.4706607
238,1600682348.495324
239,1600682348.5345557
240,1600682348.5637155
241,1600682348.5999858
242,1600682348.6355445
243,1600682348.677557
244,1600682348.7040355
245,1600682348.7317202
246,1600682348.7692504
247,1600682348.8016562
248,1600682348.8408353
249,1600682348.8706226
250,1600682348.909057
251,1600682348.9333925
252,1600682348.9828944
253,1600682349.0081704
254,1600682349.0363557
255,1600682349.0727355
256,1600682349.1072328
257,1600682349.151088
258,1600682349.1751783
259,1600682349.2127485
260,1600682349.2564611
261,1600682349.281424
262,1600682349.312913
263,1600682349.3456008
264,1600682349.38819
265,1600682349.414541
266,1600682349.453201
267,1600682349.4856553
268,1600682349.5197875
269,1600682349.5477085
270,1600682349.5838084
271,1600682349.6127064
272,1600682349.654238
273,1600682349.6866057
274,1600682349.7165196
275,1600682349.7559817
276,1600682349.7942042
277,1600682349.8221111
278,1600682349.8603725
279,1600682349.8956468
