,Stamps
0,1597400474.7136564
1,1597400474.763197
2,1597400474.7798362
3,1597400474.82343
4,1597400474.8365946
5,1597400474.8734589
6,1597400474.9076602
7,1597400474.941877
8,1597400474.9707723
9,1597400474.999769
10,1597400475.0455992
11,1597400475.074096
12,1597400475.1049314
13,1597400475.1360958
14,1597400475.176401
15,1597400475.2070868
16,1597400475.2363303
17,1597400475.2870257
18,1597400475.5989745
19,1597400475.626606
20,1597400475.6594353
21,1597400475.6750665
22,1597400475.696931
23,1597400475.7096727
24,1597400475.738168
25,1597400475.775345
26,1597400475.7904868
27,1597400475.810004
28,1597400475.8321407
29,1597400475.8480055
30,1597400475.8657503
31,1597400475.8792698
32,1597400475.903677
33,1597400475.9147856
34,1597400475.9393404
35,1597400475.9515414
36,1597400475.9720278
37,1597400475.983791
38,1597400476.0048547
39,1597400476.0204012
40,1597400476.0457952
41,1597400476.0805047
42,1597400476.120969
43,1597400476.155609
44,1597400476.1868865
45,1597400476.218488
46,1597400476.2465172
47,1597400476.2803078
48,1597400476.318061
49,1597400476.3530178
50,1597400476.3760877
51,1597400476.5966134
52,1597400476.5970483
53,1597400476.5974271
54,1597400476.5977526
55,1597400476.598078
56,1597400476.5984218
57,1597400476.6244378
58,1597400476.6597714
59,1597400476.6850603
60,1597400476.723005
61,1597400476.754768
62,1597400476.7812893
63,1597400476.8227098
64,1597400476.8519175
65,1597400476.8839483
66,1597400476.9220395
67,1597400476.9504619
68,1597400476.984225
69,1597400477.0254776
70,1597400477.058633
71,1597400477.0938895
72,1597400477.120476
73,1597400477.1588647
74,1597400477.1938474
75,1597400477.2289891
76,1597400477.2596605
77,1597400477.2906766
78,1597400477.3244238
79,1597400477.3621829
80,1597400477.388958
81,1597400477.4313726
82,1597400477.4633205
83,1597400477.499647
84,1597400477.5299191
85,1597400477.565696
86,1597400477.5947123
87,1597400477.6324253
88,1597400477.6629128
89,1597400477.702878
90,1597400477.7335136
91,1597400477.7647831
92,1597400477.801438
93,1597400477.8321588
94,1597400477.8634002
95,1597400477.8917103
96,1597400477.9365668
97,1597400477.9639652
98,1597400478.0038273
99,1597400478.0461009
100,1597400478.0644596
101,1597400478.0979314
102,1597400478.1316175
103,1597400478.3384576
104,1597400478.3387609
105,1597400478.3390017
106,1597400478.3392313
107,1597400478.339462
108,1597400478.3424437
109,1597400478.3644576
110,1597400478.4054554
111,1597400478.4363205
112,1597400478.4737744
113,1597400478.5047984
114,1597400478.5432687
115,1597400478.5774455
116,1597400478.614587
117,1597400478.638909
118,1597400478.6793919
119,1597400478.7170124
