,Stamps
173,1597400480.4454503
174,1597400480.4854405
175,1597400480.5160513
176,1597400480.5462842
177,1597400480.5802412
178,1597400480.6230123
179,1597400480.6449106
180,1597400480.6892757
181,1597400480.719512
182,1597400480.743591
183,1597400480.787507
184,1597400480.8184752
185,1597400480.8566194
186,1597400480.876189
187,1597400480.9180899
188,1597400480.9497185
189,1597400480.980547
190,1597400481.013612
191,1597400481.057473
192,1597400481.0830064
193,1597400481.1123383
194,1597400481.1538305
195,1597400481.1784832
196,1597400481.2190433
197,1597400481.2523057
198,1597400481.2785783
199,1597400481.3198128
200,1597400481.3563702
201,1597400481.3820171
202,1597400481.4203086
203,1597400481.4548893
204,1597400481.4876683
205,1597400481.5237498
206,1597400481.554537
207,1597400481.5898075
208,1597400481.7388055
209,1597400481.7808666
210,1597400481.7811587
211,1597400481.7813811
212,1597400481.7815628
213,1597400481.7898405
214,1597400481.8239214
215,1597400481.8595383
216,1597400481.8810377
217,1597400481.9290774
218,1597400481.95267
219,1597400481.9896884
220,1597400482.024544
221,1597400482.0569005
222,1597400482.0925155
223,1597400482.1222093
224,1597400482.1541212
225,1597400482.1877384
226,1597400482.2222288
227,1597400482.2606938
228,1597400482.2967114
229,1597400482.3375251
230,1597400482.367177
231,1597400482.389649
232,1597400482.4321785
233,1597400482.4587548
234,1597400482.503414
235,1597400482.5290837
236,1597400482.5658562
237,1597400482.6040137
238,1597400482.6407015
239,1597400482.6697552
240,1597400482.7102952
241,1597400482.7374353
242,1597400482.7789617
243,1597400482.8046882
244,1597400482.849608
245,1597400482.873365
246,1597400482.9105926
247,1597400482.9410334
248,1597400482.978013
249,1597400483.021266
250,1597400483.0443976
251,1597400483.084089
252,1597400483.112134
253,1597400483.1471872
254,1597400483.1840754
255,1597400483.212996
256,1597400483.2544549
257,1597400483.286892
258,1597400483.3176494
259,1597400483.4807515
260,1597400483.5230093
261,1597400483.5233603
262,1597400483.5236561
263,1597400483.523993
264,1597400483.524287
265,1597400483.5519114
266,1597400483.5833392
267,1597400483.6211302
268,1597400483.6607082
269,1597400483.6930673
270,1597400483.7292633
271,1597400483.7626011
272,1597400483.798544
273,1597400483.8315175
274,1597400483.865466
275,1597400483.892618
276,1597400483.923233
277,1597400483.9616494
278,1597400484.000863
279,1597400484.0314507
280,1597400484.0646164
281,1597400484.0928729
282,1597400484.126844
283,1597400484.158647
284,1597400484.1971846
285,1597400484.2322705
286,1597400484.2647905
287,1597400484.2997808
288,1597400484.3303983
289,1597400484.3700218
290,1597400484.3974948
291,1597400484.4300172
292,1597400484.4896336
293,1597400484.4976408
294,1597400484.528993
295,1597400484.5660858
296,1597400484.5999253
297,1597400484.6327238
298,1597400484.6667964
299,1597400484.7029219
300,1597400484.7330596
301,1597400484.7663805
302,1597400484.7988355
303,1597400484.8442745
304,1597400484.870444
305,1597400484.9046738
306,1597400484.9322748
307,1597400484.9685638
308,1597400485.0025935
309,1597400485.0386121
310,1597400485.0744116
311,1597400485.2226102
312,1597400485.2646828
313,1597400485.2649424
314,1597400485.2651644
315,1597400485.2654057
316,1597400485.2709966
317,1597400485.3048315
318,1597400485.3450239
319,1597400485.3739326
320,1597400485.409623
321,1597400485.4450634
322,1597400485.4770074
323,1597400485.511457
324,1597400485.5398602
325,1597400485.583031
326,1597400485.6138244
327,1597400485.6480162
328,1597400485.676861
329,1597400485.7094095
330,1597400485.744427
331,1597400485.779298
332,1597400485.814075
333,1597400485.8437173
334,1597400485.8819456
335,1597400485.9146745
336,1597400485.9444466
337,1597400485.982925
338,1597400486.015401
339,1597400486.0495017
340,1597400486.0850055
341,1597400486.1146746
342,1597400486.15028
343,1597400486.182613
344,1597400486.219572
345,1597400486.2580776
346,1597400486.2959807
347,1597400486.3203864
348,1597400486.353261
349,1597400486.386815
350,1597400486.4226139
351,1597400486.4547787
352,1597400486.4860387
353,1597400486.5223897
354,1597400486.5661266
355,1597400486.5891073
356,1597400486.6331134
357,1597400486.665107
358,1597400486.6978955
359,1597400486.7328885
360,1597400486.7630804
361,1597400486.9480317
362,1597400486.9902914
363,1597400486.9908268
364,1597400486.9912288
365,1597400486.9915233
366,1597400486.991814
367,1597400487.0084822
368,1597400487.0346568
369,1597400487.0706315
370,1597400487.1058817
371,1597400487.1443713
372,1597400487.1674082
373,1597400487.2116735
374,1597400487.240942
375,1597400487.270141
376,1597400487.3067403
377,1597400487.3447952
378,1597400487.3786893
379,1597400487.4087074
380,1597400487.4441907
381,1597400487.4738238
382,1597400487.5203273
383,1597400487.5438566
384,1597400487.5787895
385,1597400487.6089602
386,1597400487.643775
387,1597400487.6790507
388,1597400487.7142212
389,1597400487.7460825
390,1597400487.7773614
391,1597400487.817141
392,1597400487.846628
393,1597400487.8777328
394,1597400487.9193034
395,1597400487.9412713
396,1597400487.9786766
397,1597400488.0153296
398,1597400488.051416
399,1597400488.0767095
400,1597400488.112642
401,1597400488.1520123
402,1597400488.1812572
403,1597400488.2115364
404,1597400488.251183
405,1597400488.2785304
406,1597400488.3194404
407,1597400488.3515072
408,1597400488.375478
409,1597400488.4211638
410,1597400488.448324
411,1597400488.479632
412,1597400488.5173044
413,1597400488.6651142
414,1597400488.7071757
415,1597400488.7074704
416,1597400488.7077248
417,1597400488.7079713
418,1597400488.7228906
419,1597400488.7617733
420,1597400488.785512
421,1597400488.821492
422,1597400488.8581514
423,1597400488.8926585
424,1597400488.9290981
425,1597400488.9641802
426,1597400488.989414
427,1597400489.026713
428,1597400489.0672445
429,1597400489.0881684
430,1597400489.1301036
431,1597400489.159016
432,1597400489.199825
433,1597400489.230844
434,1597400489.2676194
435,1597400489.2917523
436,1597400489.342472
437,1597400489.3603146
438,1597400489.3960176
439,1597400489.4340327
440,1597400489.460968
441,1597400489.501385
442,1597400489.5346272
443,1597400489.5661068
444,1597400489.5976632
445,1597400489.6310387
446,1597400489.671976
447,1597400489.6932573
448,1597400489.739567
449,1597400489.7673278
450,1597400489.8031883
451,1597400489.8382835
452,1597400489.8677642
453,1597400489.8990915
454,1597400489.9469092
455,1597400489.9676502
456,1597400490.0150757
457,1597400490.043602
458,1597400490.064408
459,1597400490.1098454
460,1597400490.1384082
461,1597400490.1797864
462,1597400490.2057626
463,1597400490.2407446
464,1597400490.39866
465,1597400490.4407504
466,1597400490.4409943
467,1597400490.4412498
468,1597400490.4415398
469,1597400490.444995
470,1597400490.4782898
471,1597400490.5114458
472,1597400490.5479696
473,1597400490.5717704
474,1597400490.6101964
475,1597400490.6552885
476,1597400490.684542
477,1597400490.7064369
478,1597400490.746115
479,1597400490.7870088
480,1597400490.8132236
481,1597400490.8502855
482,1597400490.8815398
483,1597400490.9271638
484,1597400490.946562
485,1597400490.986776
486,1597400491.0159655
487,1597400491.0564055
488,1597400491.0808947
489,1597400491.1181095
490,1597400491.1528523
491,1597400491.198815
492,1597400491.2302148
493,1597400491.2525704
494,1597400491.2914674
495,1597400491.327386
496,1597400491.3709366
497,1597400491.3908017
498,1597400491.426916
499,1597400491.4647632
500,1597400491.4956684
501,1597400491.5290463
502,1597400491.5707052
503,1597400491.5947363
504,1597400491.6314704
505,1597400491.6716657
506,1597400491.6989756
507,1597400491.7365744
508,1597400491.7695649
509,1597400491.8043604
510,1597400491.8341806
511,1597400491.8727763
512,1597400491.8982306
513,1597400491.9365458
514,1597400491.9673193
515,1597400492.1238542
516,1597400492.165995
517,1597400492.166284
518,1597400492.1665683
519,1597400492.1668122
520,1597400492.1945589
521,1597400492.2072291
522,1597400492.2362
523,1597400492.2788498
524,1597400492.3213232
525,1597400492.3397017
526,1597400492.3764913
527,1597400492.4144866
528,1597400492.4454665
529,1597400492.4885347
530,1597400492.5086386
531,1597400492.5538542
532,1597400492.5782516
533,1597400492.6185613
534,1597400492.6404052
535,1597400492.6834478
536,1597400492.717462
537,1597400492.7411845
538,1597400492.7749577
539,1597400492.8122165
540,1597400492.840389
541,1597400492.8825672
542,1597400492.9158916
543,1597400492.9409273
544,1597400492.9837885
545,1597400493.0182445
546,1597400493.04421
547,1597400493.081378
548,1597400493.1234477
549,1597400493.1480885
550,1597400493.1922963
551,1597400493.2117856
552,1597400493.25961
553,1597400493.2899964
554,1597400493.3246493
555,1597400493.3495924
556,1597400493.3955417
557,1597400493.4196384
558,1597400493.462711
559,1597400493.4851968
560,1597400493.5153844
561,1597400493.5573328
562,1597400493.5855622
563,1597400493.6136777
564,1597400493.6539743
565,1597400493.688714
566,1597400493.8491795
567,1597400493.891087
568,1597400493.89128
569,1597400493.8914351
570,1597400493.8915815
571,1597400493.8917537
572,1597400493.919493
573,1597400493.9561465
574,1597400493.993724
575,1597400494.0276163
576,1597400494.052545
577,1597400494.089255
578,1597400494.1325464
579,1597400494.1700673
580,1597400494.1954148
581,1597400494.2245703
582,1597400494.265883
583,1597400494.2948506
584,1597400494.3271477
585,1597400494.358736
586,1597400494.3960056
587,1597400494.42371
588,1597400494.4560878
589,1597400494.492859
590,1597400494.5301688
591,1597400494.5629199
592,1597400494.5947042
593,1597400494.6331398
594,1597400494.6628387
595,1597400494.6933768
596,1597400494.7279773
597,1597400494.7718098
598,1597400494.806131
599,1597400494.8396702
600,1597400494.865326
601,1597400494.9033287
602,1597400494.934713
603,1597400494.9675276
604,1597400495.0036423
605,1597400495.0330732
606,1597400495.068236
607,1597400495.1070695
608,1597400495.1342049
609,1597400495.1665266
610,1597400495.2034996
611,1597400495.241444
612,1597400495.2647495
613,1597400495.3043034
614,1597400495.338065
615,1597400495.3674474
616,1597400495.5660381
617,1597400495.608066
618,1597400495.6083567
619,1597400495.6086035
620,1597400495.6088476
621,1597400495.609095
622,1597400495.609291
623,1597400495.634809
624,1597400495.6700506
625,1597400495.7069256
626,1597400495.735696
627,1597400495.7755315
628,1597400495.8088229
629,1597400495.838382
630,1597400495.8718014
631,1597400495.9085722
632,1597400495.9463005
633,1597400495.9770482
634,1597400496.0090415
635,1597400496.038951
636,1597400496.072591
637,1597400496.1107652
638,1597400496.1437902
639,1597400496.1775517
640,1597400496.2099667
641,1597400496.2467227
642,1597400496.283512
643,1597400496.315502
644,1597400496.3454833
645,1597400496.382624
646,1597400496.4131842
647,1597400496.4448593
648,1597400496.482631
649,1597400496.5131512
650,1597400496.5506513
651,1597400496.5825644
652,1597400496.62264
653,1597400496.6529794
654,1597400496.6813774
655,1597400496.7207057
656,1597400496.754878
657,1597400496.7845654
658,1597400496.8205435
659,1597400496.8534813
660,1597400496.888587
661,1597400496.9278073
662,1597400496.9567537
663,1597400496.9898834
664,1597400497.0201519
665,1597400497.0564096
666,1597400497.0932035
667,1597400497.124076
668,1597400497.307941
669,1597400497.350003
670,1597400497.3502913
671,1597400497.3505018
672,1597400497.3507092
673,1597400497.350916
674,1597400497.3610146
675,1597400497.3890707
676,1597400497.4246566
677,1597400497.4592419
678,1597400497.4983587
679,1597400497.5342634
680,1597400497.5623736
681,1597400497.6008265
682,1597400497.626901
683,1597400497.6713076
684,1597400497.7023711
685,1597400497.732414
686,1597400497.773061
687,1597400497.7974274
688,1597400497.8426435
689,1597400497.8669305
690,1597400497.9060557
691,1597400497.9382374
692,1597400497.972326
693,1597400498.0083888
694,1597400498.045018
695,1597400498.0870757
696,1597400498.1126637
697,1597400498.1494472
698,1597400498.1839533
699,1597400498.2132866
700,1597400498.2496102
701,1597400498.2810004
702,1597400498.3160136
703,1597400498.3527706
704,1597400498.3915124
705,1597400498.4204426
706,1597400498.4534566
707,1597400498.5006366
708,1597400498.5264838
709,1597400498.5479348
710,1597400498.592373
711,1597400498.623613
712,1597400498.6629608
713,1597400498.6824014
714,1597400498.724188
715,1597400498.7539513
716,1597400498.7934775
717,1597400498.8290052
718,1597400499.0165987
719,1597400499.0587993
720,1597400499.0592084
721,1597400499.0595396
722,1597400499.059876
723,1597400499.0602334
724,1597400499.0609345
725,1597400499.0941193
726,1597400499.1228764
727,1597400499.1696472
728,1597400499.1972928
729,1597400499.2357702
730,1597400499.2583632
731,1597400499.300555
732,1597400499.3311546
733,1597400499.3774745
734,1597400499.4053385
735,1597400499.4356494
736,1597400499.4723341
737,1597400499.4977043
738,1597400499.525361
739,1597400499.564088
740,1597400499.6054318
741,1597400499.6324673
742,1597400499.6729329
743,1597400499.704174
744,1597400499.7310536
745,1597400499.7669857
746,1597400499.8004794
747,1597400499.8345582
748,1597400499.8658144
749,1597400499.906304
750,1597400499.9328184
751,1597400499.9707944
752,1597400500.0031059
753,1597400500.0351741
754,1597400500.076917
755,1597400500.101897
756,1597400500.1363592
757,1597400500.1681538
758,1597400500.2028322
759,1597400500.233147
760,1597400500.2792273
761,1597400500.3044791
762,1597400500.3391488
763,1597400500.3811908
764,1597400500.4012673
765,1597400500.4340928
766,1597400500.4737856
767,1597400500.5099835
768,1597400500.5454404
769,1597400500.5756974
770,1597400500.7417247
771,1597400500.783788
772,1597400500.7839859
773,1597400500.7841325
774,1597400500.7842982
775,1597400500.784469
776,1597400500.8053892
777,1597400500.842676
778,1597400500.8779757
779,1597400500.914529
780,1597400500.9407794
781,1597400500.9805274
782,1597400501.014945
783,1597400501.0452528
784,1597400501.080198
785,1597400501.1102383
786,1597400501.150772
787,1597400501.1813958
788,1597400501.2157454
789,1597400501.2492404
790,1597400501.2878058
791,1597400501.3184376
792,1597400501.3477483
793,1597400501.3807454
794,1597400501.4249825
795,1597400501.450876
796,1597400501.485039
797,1597400501.5189192
798,1597400501.5439951
799,1597400501.5868397
800,1597400501.6143427
801,1597400501.6531954
802,1597400501.6837485
803,1597400501.7160614
804,1597400501.7515042
805,1597400501.78665
806,1597400501.816393
807,1597400501.8528032
808,1597400501.8834124
809,1597400501.922043
810,1597400501.9566984
811,1597400501.9858057
812,1597400502.0204854
813,1597400502.051041
814,1597400502.0903177
815,1597400502.115233
816,1597400502.1555653
817,1597400502.1855328
818,1597400502.2169034
819,1597400502.2555985
820,1597400502.4336233
821,1597400502.475783
822,1597400502.4760761
823,1597400502.4763236
824,1597400502.476626
825,1597400502.4768794
826,1597400502.4847188
827,1597400502.524205
828,1597400502.5563364
829,1597400502.5900874
830,1597400502.6244214
831,1597400502.6685512
832,1597400502.6966636
833,1597400502.729145
834,1597400502.7627904
835,1597400502.79405
836,1597400502.8517056
837,1597400502.8606277
838,1597400502.8961012
839,1597400502.9326537
840,1597400502.9694898
841,1597400503.0036502
842,1597400503.0380552
843,1597400503.0736089
844,1597400503.103124
845,1597400503.143189
846,1597400503.1743176
847,1597400503.2031646
848,1597400503.2402904
849,1597400503.2688615
850,1597400503.3184183
851,1597400503.3463316
852,1597400503.3739321
853,1597400503.409565
854,1597400503.4378839
855,1597400503.4733307
856,1597400503.5074148
857,1597400503.543544
858,1597400503.5746567
859,1597400503.6129892
860,1597400503.651392
861,1597400503.6763642
862,1597400503.7109802
863,1597400503.744993
864,1597400503.7693758
865,1597400503.8181822
866,1597400503.8530226
867,1597400503.8789852
868,1597400503.901827
869,1597400503.9458435
870,1597400503.976033
871,1597400504.1505213
872,1597400504.201104
873,1597400504.2014883
874,1597400504.2018669
875,1597400504.202159
876,1597400504.2024121
877,1597400504.207574
878,1597400504.2490604
879,1597400504.2748244
880,1597400504.311849
881,1597400504.348887
882,1597400504.3755004
883,1597400504.4204764
884,1597400504.4440477
885,1597400504.4820254
886,1597400504.5125585
887,1597400504.5563939
888,1597400504.581272
889,1597400504.6186428
890,1597400504.6514206
891,1597400504.6825552
892,1597400504.7194238
893,1597400504.7512822
894,1597400504.7802422
895,1597400504.8193178
896,1597400504.8466806
897,1597400504.884355
898,1597400504.921393
899,1597400504.9619026
900,1597400504.9810362
901,1597400505.0211642
902,1597400505.0479038
903,1597400505.0829008
904,1597400505.1183994
905,1597400505.1505594
906,1597400505.1861153
907,1597400505.220512
908,1597400505.2508755
909,1597400505.2936404
910,1597400505.3182309
911,1597400505.3491313
912,1597400505.3903089
913,1597400505.4255168
914,1597400505.45332
915,1597400505.4919326
916,1597400505.5212507
917,1597400505.5621507
918,1597400505.5899243
919,1597400505.6302073
920,1597400505.654114
921,1597400505.6946638
922,1597400505.8591504
923,1597400505.9012752
924,1597400505.901487
925,1597400505.901698
926,1597400505.9019005
927,1597400505.9021015
928,1597400505.9358113
929,1597400505.961661
930,1597400505.9930148
931,1597400506.0357277
932,1597400506.0626843
933,1597400506.093467
934,1597400506.1367037
935,1597400506.1594777
936,1597400506.2022154
937,1597400506.2263706
938,1597400506.260352
939,1597400506.2964938
940,1597400506.329984
941,1597400506.3602057
942,1597400506.3943331
943,1597400506.4284363
944,1597400506.4635346
945,1597400506.4981613
946,1597400506.5275283
947,1597400506.5692227
948,1597400506.6021576
949,1597400506.6372926
950,1597400506.6682334
951,1597400506.6947064
952,1597400506.738801
953,1597400506.7682598
954,1597400506.79985
955,1597400506.8335896
956,1597400506.8688734
957,1597400506.90165
958,1597400506.9306145
959,1597400506.9669688
960,1597400507.0015163
961,1597400507.038997
962,1597400507.0643811
963,1597400507.097144
964,1597400507.1284447
965,1597400507.171935
966,1597400507.2046394
967,1597400507.2376463
968,1597400507.2736306
969,1597400507.3005772
970,1597400507.3340497
971,1597400507.3680072
972,1597400507.4051619
973,1597400507.440832
974,1597400507.6177719
975,1597400507.659728
976,1597400507.6599848
977,1597400507.6601782
978,1597400507.660371
979,1597400507.660534
980,1597400507.8514035
981,1597400507.8634994
982,1597400507.8709512
983,1597400507.8809404
984,1597400507.8916852
985,1597400507.8975563
986,1597400507.905139
987,1597400507.9108777
988,1597400507.935121
989,1597400507.9712863
990,1597400508.0109959
991,1597400508.0397694
992,1597400508.0706728
993,1597400508.1040084
994,1597400508.140261
995,1597400508.1726844
996,1597400508.209349
997,1597400508.2430089
998,1597400508.2789812
999,1597400508.3091328
1000,1597400508.3413072
1001,1597400508.3755507
1002,1597400508.409309
1003,1597400508.4424443
1004,1597400508.4700677
1005,1597400508.512594
1006,1597400508.5400002
1007,1597400508.5742908
1008,1597400508.6123235
1009,1597400508.6441038
1010,1597400508.6798637
1011,1597400508.71076
1012,1597400508.7437348
1013,1597400508.7807639
1014,1597400508.814215
1015,1597400508.8482623
1016,1597400508.8773496
1017,1597400508.921087
1018,1597400508.9475198
1019,1597400508.9806576
1020,1597400509.0190637
1021,1597400509.05099
1022,1597400509.090602
1023,1597400509.1145353
1024,1597400509.2929442
1025,1597400509.3351645
1026,1597400509.3354933
1027,1597400509.335768
1028,1597400509.3359888
1029,1597400509.3361757
1030,1597400509.3540082
1031,1597400509.3978422
1032,1597400509.4191213
1033,1597400509.4584928
1034,1597400509.4877853
1035,1597400509.5209475
1036,1597400509.556182
1037,1597400509.589377
1038,1597400509.6270137
1039,1597400509.659531
1040,1597400509.701003
1041,1597400509.7285533
1042,1597400509.7607062
1043,1597400509.7971823
1044,1597400509.8323555
1045,1597400509.8686182
1046,1597400509.901644
1047,1597400509.9306545
1048,1597400509.9688573
1049,1597400510.001924
1050,1597400510.0373828
1051,1597400510.0643566
1052,1597400510.1010866
1053,1597400510.13702
1054,1597400510.1671793
1055,1597400510.2065096
1056,1597400510.2397983
1057,1597400510.274275
1058,1597400510.306873
1059,1597400510.3418214
1060,1597400510.3781073
1061,1597400510.4100168
1062,1597400510.443915
1063,1597400510.4739232
1064,1597400510.5163908
1065,1597400510.5433106
1066,1597400510.5721245
1067,1597400510.609433
1068,1597400510.6532605
1069,1597400510.673846
1070,1597400510.7152488
1071,1597400510.7504005
1072,1597400510.7825809
1073,1597400510.8137536
1074,1597400510.851807
1075,1597400510.887663
1076,1597400511.034887
1077,1597400511.0770617
1078,1597400511.0774279
1079,1597400511.0777078
1080,1597400511.0779846
1081,1597400511.1017098
1082,1597400511.1212175
1083,1597400511.163863
1084,1597400511.195593
1085,1597400511.2298474
1086,1597400511.26244
1087,1597400511.2954342
1088,1597400511.330134
1089,1597400511.5204911
1090,1597400511.53569
1091,1597400511.556689
1092,1597400511.5721803
1093,1597400511.5901365
1094,1597400511.603482
1095,1597400511.6243343
1096,1597400511.6392355
1097,1597400511.658014
1098,1597400511.6716297
1099,1597400511.704107
1100,1597400511.7255888
1101,1597400511.7716703
1102,1597400511.803953
1103,1597400511.8301349
1104,1597400511.873106
1105,1597400511.8978472
1106,1597400511.935091
1107,1597400511.9657078
1108,1597400512.006558
1109,1597400512.0370336
1110,1597400512.065896
1111,1597400512.1057649
1112,1597400512.1408615
1113,1597400512.1742287
1114,1597400512.2050252
1115,1597400512.2385726
1116,1597400512.2718167
1117,1597400512.3094091
1118,1597400512.3413026
1119,1597400512.372528
1120,1597400512.3993762
1121,1597400512.440414
1122,1597400512.4781008
1123,1597400512.5096285
1124,1597400512.5389016
1125,1597400512.578587
1126,1597400512.601847
1127,1597400512.7517536
1128,1597400512.7937834
1129,1597400512.7939742
1130,1597400512.7942088
1131,1597400512.794354
1132,1597400512.8163836
1133,1597400512.8407483
1134,1597400512.8827348
1135,1597400512.9099948
1136,1597400512.9439008
1137,1597400512.9873524
1138,1597400513.013686
1139,1597400513.0558126
1140,1597400513.0811293
1141,1597400513.1203263
1142,1597400513.1538832
1143,1597400513.1829822
1144,1597400513.2129416
1145,1597400513.2534795
1146,1597400513.2814388
1147,1597400513.3164146
1148,1597400513.350609
1149,1597400513.3798745
1150,1597400513.418357
1151,1597400513.4544148
1152,1597400513.5013843
1153,1597400513.5268729
1154,1597400513.5510068
1155,1597400513.596653
1156,1597400513.627977
1157,1597400513.6541395
1158,1597400513.6946054
1159,1597400513.7326236
1160,1597400513.7555768
1161,1597400513.7918282
1162,1597400513.8258553
1163,1597400513.8608792
1164,1597400513.8933349
1165,1597400513.9304948
1166,1597400513.9628947
1167,1597400514.0002038
1168,1597400514.034696
1169,1597400514.0667014
1170,1597400514.0942
1171,1597400514.1372192
1172,1597400514.1621068
1173,1597400514.1987739
1174,1597400514.2310755
1175,1597400514.2607229
1176,1597400514.2984421
1177,1597400514.326962
1178,1597400514.4853277
1179,1597400514.5277345
1180,1597400514.528132
1181,1597400514.5284235
1182,1597400514.5287247
1183,1597400514.534049
1184,1597400514.5623558
1185,1597400514.5970306
1186,1597400514.637969
1187,1597400514.667747
1188,1597400514.7024565
1189,1597400514.737838
1190,1597400514.773892
1191,1597400514.8062913
1192,1597400514.8329709
1193,1597400514.867574
1194,1597400514.9061878
1195,1597400514.939421
1196,1597400514.9711313
1197,1597400515.0010777
1198,1597400515.0345976
1199,1597400515.0771863
1200,1597400515.1083233
1201,1597400515.142175
1202,1597400515.174037
1203,1597400515.2029204
1204,1597400515.236419
1205,1597400515.276779
1206,1597400515.297006
1207,1597400515.3429842
1208,1597400515.3768773
1209,1597400515.4003599
1210,1597400515.4364285
1211,1597400515.4759924
1212,1597400515.5035422
1213,1597400515.5425832
1214,1597400515.5693812
1215,1597400515.6109664
1216,1597400515.640229
1217,1597400515.6786034
1218,1597400515.7071555
1219,1597400515.7380645
1220,1597400515.7767584
1221,1597400515.807365
1222,1597400515.8438559
1223,1597400515.8792663
1224,1597400515.910985
1225,1597400515.9428854
1226,1597400515.9786253
1227,1597400516.0189848
1228,1597400516.0446959
1229,1597400516.2192044
1230,1597400516.2699661
1231,1597400516.2704203
1232,1597400516.2708092
1233,1597400516.2711492
1234,1597400516.2715213
1235,1597400516.283221
1236,1597400516.3206315
1237,1597400516.3446558
1238,1597400516.3900476
1239,1597400516.4216087
1240,1597400516.4482367
1241,1597400516.4946973
1242,1597400516.5188737
1243,1597400516.553153
1244,1597400516.5825498
1245,1597400516.6152956
1246,1597400516.6609797
1247,1597400516.6902792
1248,1597400516.7205648
1249,1597400516.7620404
1250,1597400516.7925065
1251,1597400516.824703
1252,1597400516.8549705
1253,1597400516.8954833
1254,1597400516.9342368
1255,1597400516.958335
1256,1597400516.9916685
1257,1597400517.0300484
1258,1597400517.0583456
1259,1597400517.0908334
1260,1597400517.1275465
1261,1597400517.1628733
1262,1597400517.194466
1263,1597400517.2302127
1264,1597400517.270556
1265,1597400517.2991028
1266,1597400517.3305092
1267,1597400517.3652713
1268,1597400517.4009385
1269,1597400517.4350295
1270,1597400517.4669173
1271,1597400517.5008187
1272,1597400517.5295625
1273,1597400517.5682533
1274,1597400517.605163
