,Stamps
840,1597400503.6346152
841,1597400503.673059
842,1597400503.70337
843,1597400503.7342944
844,1597400503.7737055
845,1597400503.8076143
846,1597400503.8401644
847,1597400503.8707664
848,1597400503.9058464
849,1597400503.939858
850,1597400503.9758856
851,1597400504.0074418
852,1597400504.2008784
853,1597400504.2012794
854,1597400504.2016418
855,1597400504.2019854
856,1597400504.2022545
857,1597400504.213389
858,1597400504.2475822
859,1597400504.2818499
860,1597400504.3166382
861,1597400504.3513553
862,1597400504.3856096
863,1597400504.419906
864,1597400504.4540067
865,1597400504.4880116
866,1597400504.522245
867,1597400504.5564928
868,1597400504.5908277
869,1597400504.6249585
870,1597400504.6589267
871,1597400504.6929736
872,1597400504.7272828
873,1597400504.7611675
874,1597400504.795542
875,1597400504.8292804
876,1597400504.8631942
877,1597400504.897275
878,1597400504.9313514
879,1597400504.9653323
880,1597400504.9996288
881,1597400505.0338295
882,1597400505.0682113
883,1597400505.1036718
884,1597400505.1383202
885,1597400505.1723905
886,1597400505.2069037
887,1597400505.2416594
888,1597400505.2756412
889,1597400505.3151667
890,1597400505.3515646
891,1597400505.3846543
892,1597400505.4167979
893,1597400505.4504771
894,1597400505.4863877
895,1597400505.518997
896,1597400505.5515654
897,1597400505.5882845
898,1597400505.6209319
899,1597400505.6542208
900,1597400505.6884239
901,1597400505.7231143
902,1597400505.9010983
903,1597400505.9013534
904,1597400505.9015596
905,1597400505.901771
906,1597400505.9019725
907,1597400505.927554
908,1597400505.9625754
909,1597400505.9968822
910,1597400506.0316076
911,1597400506.0656416
912,1597400506.0997696
913,1597400506.1339362
914,1597400506.167992
915,1597400506.2022963
916,1597400506.237248
917,1597400506.2722824
918,1597400506.306392
919,1597400506.3406742
920,1597400506.3755157
921,1597400506.4098315
922,1597400506.4447777
923,1597400506.4789217
924,1597400506.5131257
925,1597400506.5476775
926,1597400506.5817869
927,1597400506.6159246
928,1597400506.6502113
929,1597400506.684434
930,1597400506.7185867
931,1597400506.7529566
932,1597400506.7885215
933,1597400506.8229208
934,1597400506.8571782
935,1597400506.8916926
936,1597400506.9328947
937,1597400506.9685051
938,1597400506.996321
939,1597400507.0348403
940,1597400507.0654523
941,1597400507.1013787
942,1597400507.1369245
943,1597400507.1703806
944,1597400507.206042
945,1597400507.2416234
946,1597400507.2725239
947,1597400507.3048813
948,1597400507.337803
949,1597400507.3739967
950,1597400507.4082534
951,1597400507.4430678
952,1597400507.6595979
953,1597400507.6598465
954,1597400507.6600556
955,1597400507.660238
956,1597400507.6604297
957,1597400507.660591
958,1597400507.6831403
959,1597400507.7175488
960,1597400507.7518275
961,1597400507.7877192
962,1597400507.8209682
963,1597400507.8553073
964,1597400507.8898706
965,1597400507.9241376
966,1597400507.9584892
967,1597400507.9924963
968,1597400508.0267897
969,1597400508.0608125
970,1597400508.09485
971,1597400508.1288972
972,1597400508.1635182
973,1597400508.1985347
974,1597400508.2326572
975,1597400508.2668302
976,1597400508.3008723
977,1597400508.3350894
978,1597400508.3696537
979,1597400508.4035282
980,1597400508.437558
981,1597400508.4720833
982,1597400508.5062551
983,1597400508.5406618
984,1597400508.5748122
985,1597400508.6102705
986,1597400508.6526387
987,1597400508.6859195
988,1597400508.7194288
989,1597400508.7545033
990,1597400508.7885716
991,1597400508.8218782
992,1597400508.8546503
993,1597400508.8923473
994,1597400508.924276
995,1597400508.957177
996,1597400508.9923189
997,1597400509.02776
998,1597400509.062612
999,1597400509.0941224
1000,1597400509.1287239
1001,1597400509.3349087
1002,1597400509.3353076
1003,1597400509.3356276
1004,1597400509.3358672
1005,1597400509.3360553
1006,1597400509.3365545
1007,1597400509.3708696
1008,1597400509.4049716
1009,1597400509.4401996
1010,1597400509.4739504
1011,1597400509.5082572
1012,1597400509.5430717
1013,1597400509.5782316
1014,1597400509.6128905
1015,1597400509.6487257
1016,1597400509.6841888
1017,1597400509.72024
1018,1597400509.7557197
1019,1597400509.7900455
1020,1597400509.8244545
1021,1597400509.8587878
1022,1597400509.89274
1023,1597400509.927182
1024,1597400509.9613297
1025,1597400509.9953039
1026,1597400510.029703
1027,1597400510.0636704
1028,1597400510.0978758
1029,1597400510.1319265
1030,1597400510.1685045
1031,1597400510.2026162
1032,1597400510.2371109
1033,1597400510.271042
1034,1597400510.305167
1035,1597400510.3393185
1036,1597400510.3737922
1037,1597400510.407746
1038,1597400510.448214
1039,1597400510.4824429
1040,1597400510.514987
1041,1597400510.5489757
1042,1597400510.5827258
1043,1597400510.6187336
1044,1597400510.6513507
1045,1597400510.684447
1046,1597400510.720332
1047,1597400510.753046
1048,1597400510.7858453
1049,1597400510.8219244
1050,1597400510.85726
1051,1597400510.8913743
1052,1597400511.0768566
1053,1597400511.077226
1054,1597400511.077529
1055,1597400511.0778067
1056,1597400511.0780835
1057,1597400511.0968206
1058,1597400511.1314075
1059,1597400511.1656892
1060,1597400511.2000577
1061,1597400511.2340949
1062,1597400511.2681499
1063,1597400511.302154
1064,1597400511.3362308
1065,1597400511.370171
1066,1597400511.4044619
1067,1597400511.4386687
1068,1597400511.474668
1069,1597400511.5091968
1070,1597400511.5439007
1071,1597400511.5781136
1072,1597400511.61213
1073,1597400511.6462386
1074,1597400511.6802938
1075,1597400511.7142677
1076,1597400511.7483974
1077,1597400511.7827039
1078,1597400511.8170881
1079,1597400511.8513613
1080,1597400511.8860135
1081,1597400511.9205127
1082,1597400511.9562657
1083,1597400511.990629
1084,1597400512.02486
1085,1597400512.0591173
1086,1597400512.0933685
1087,1597400512.1367202
1088,1597400512.1699042
1089,1597400512.206918
1090,1597400512.2381396
1091,1597400512.2764914
1092,1597400512.3099587
1093,1597400512.3402393
1094,1597400512.3698878
1095,1597400512.4082766
1096,1597400512.441249
1097,1597400512.4749682
1098,1597400512.5075228
1099,1597400512.5427358
1100,1597400512.575703
1101,1597400512.6099029
1102,1597400512.7936637
1103,1597400512.7938602
1104,1597400512.7940462
1105,1597400512.7942622
1106,1597400512.7944062
1107,1597400512.8167734
1108,1597400512.8510816
1109,1597400512.8853488
1110,1597400512.9194784
1111,1597400512.95377
1112,1597400512.9875093
1113,1597400513.021385
1114,1597400513.0556133
1115,1597400513.0896134
1116,1597400513.123784
1117,1597400513.1577759
1118,1597400513.1923976
1119,1597400513.226473
1120,1597400513.2614408
1121,1597400513.295758
1122,1597400513.3300297
1123,1597400513.3645518
1124,1597400513.399596
1125,1597400513.433739
1126,1597400513.467678
1127,1597400513.5019112
1128,1597400513.5364873
1129,1597400513.5720496
1130,1597400513.6064932
1131,1597400513.6405628
1132,1597400513.6756158
1133,1597400513.7099917
1134,1597400513.7442975
1135,1597400513.7786083
1136,1597400513.8146412
1137,1597400513.84967
1138,1597400513.884555
1139,1597400513.9242945
1140,1597400513.9606748
1141,1597400513.9952352
1142,1597400514.026614
1143,1597400514.0570908
1144,1597400514.0923495
1145,1597400514.1275442
1146,1597400514.1605835
1147,1597400514.1946733
1148,1597400514.2267346
1149,1597400514.2610083
1150,1597400514.2954776
1151,1597400514.3296015
1152,1597400514.5273778
1153,1597400514.5279322
1154,1597400514.5282164
1155,1597400514.5285335
1156,1597400514.5288293
1157,1597400514.535209
1158,1597400514.5694487
1159,1597400514.603816
1160,1597400514.6378076
1161,1597400514.6719565
1162,1597400514.7060804
1163,1597400514.7411752
1164,1597400514.7753243
1165,1597400514.8094454
1166,1597400514.8439207
1167,1597400514.8781831
1168,1597400514.9123306
1169,1597400514.9464734
1170,1597400514.9807827
1171,1597400515.0148652
1172,1597400515.0489106
1173,1597400515.0831227
1174,1597400515.1173663
1175,1597400515.1514266
1176,1597400515.186092
1177,1597400515.2203417
1178,1597400515.2545128
1179,1597400515.2891648
1180,1597400515.3233695
1181,1597400515.357424
1182,1597400515.391339
1183,1597400515.4258244
1184,1597400515.460015
1185,1597400515.4944465
1186,1597400515.528956
1187,1597400515.5631404
1188,1597400515.5975623
1189,1597400515.6396058
1190,1597400515.6708026
1191,1597400515.705662
1192,1597400515.7355285
1193,1597400515.7737498
1194,1597400515.806145
1195,1597400515.8401012
1196,1597400515.874639
1197,1597400515.9076333
1198,1597400515.9421303
1199,1597400515.982906
1200,1597400516.014202
1201,1597400516.2697008
1202,1597400516.2701979
1203,1597400516.2706015
1204,1597400516.27094
1205,1597400516.2713137
1206,1597400516.2716417
1207,1597400516.272023
1208,1597400516.2890306
1209,1597400516.3227022
1210,1597400516.3576326
1211,1597400516.3918035
1212,1597400516.426145
1213,1597400516.4601552
1214,1597400516.4948375
1215,1597400516.5296142
1216,1597400516.5652487
1217,1597400516.6001713
1218,1597400516.6358612
1219,1597400516.6701195
1220,1597400516.70449
1221,1597400516.7387617
1222,1597400516.7731028
1223,1597400516.8073323
1224,1597400516.841415
1225,1597400516.8770595
1226,1597400516.9115562
1227,1597400516.945828
1228,1597400516.980975
1229,1597400517.015294
1230,1597400517.05042
1231,1597400517.0851045
1232,1597400517.1193788
1233,1597400517.1575005
1234,1597400517.192153
1235,1597400517.2270436
1236,1597400517.2615297
1237,1597400517.3028617
1238,1597400517.3367524
1239,1597400517.372248
1240,1597400517.4047065
1241,1597400517.439551
1242,1597400517.4724023
1243,1597400517.5027864
1244,1597400517.5383713
1245,1597400517.5767124
1246,1597400517.605578
1247,1597400517.641317
1248,1597400517.6747916
1249,1597400517.7097769
1250,1597400517.742527
1251,1597400517.7765772
1252,1597400517.9633646
1253,1597400517.96371
1254,1597400517.9640212
1255,1597400517.9642904
1256,1597400517.9645262
1257,1597400517.9835575
1258,1597400518.018515
1259,1597400518.05473
1260,1597400518.0874436
1261,1597400518.1218154
1262,1597400518.156001
1263,1597400518.1909366
1264,1597400518.2250562
1265,1597400518.25918
1266,1597400518.2935972
1267,1597400518.3278072
1268,1597400518.3623488
1269,1597400518.39647
1270,1597400518.4312727
